Role Id,Dealer Name,Contact Person,Email,Contact Number,Alternate Contact Number,Address,Alternate Address,State,City,Pincode,Latitude,Longitude,Distributor,Dealer Type,Party Type
4,AJ ELECTRONICS,,ajelectronics@gmail.com,9866929533,,D.NO 5-221 NEAR OLD BUS STAND,,Andhra Pradesh,BETHAMCHERLA,518599,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,AMEER ELECTRONICS,SHAIK AMEER BASHA,ameerelectronic@gmail.com,9985361475,,KG ROAD OPP STATE BANK,,Telangana,ATMAKUR,518422,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,AMEER ENTERPRISES,,ameerenterprise@gmail.com,9494111120,,NEAR POST OFFICE CENTRE,"NADIKUDI JUNCTION ROAD,",Andhra Pradesh,DACHEPALLI,,,,SAI TEJA INDO PLAST,,normal
4,ANIL DIGI WORLD,ANIL,anildigiworld@gmail.com,,,BESIDE RTC BUS STAND,,Andhra Pradesh,KALYANADURGAM,,,,SAI TEJA INDO PLAST,,normal
4,ANR MARKETING,,anrmarketing@gmail.com,9441042603,,C/O:ANR MARKETING,,Andhra Pradesh,VIJAYAWADA,,,,SAI TEJA INDO PLAST,,normal
4,ANWAR ELECTRONICS,,anwarelectronic@gmail.com,9441042603,,NEAR CLOCK TOWER,G B C ROAD,Bihar,BAPATLA,,,,SAI TEJA INDO PLAST,,normal
4,ANWAR HOME NEEDS,,anwarhomeneeds@gmail.com,,,G B C ROAD,,Andhra Pradesh,BAPATLA,,,,SAI TEJA INDO PLAST,,normal
4,ARAVIND AGENCIES,,aravindagencies@gmail.com,9440751058,,2-2-52 BESIDE BALAJI LODGE PENUKONDA ROAD,,Telangana,HINDUPUR,515201,,,SAI TEJA INDO PLAST,,normal
4,ASHA ENTERPRISES,,ashaenterprises@gmail.com,9959585100,,,,Andhra Pradesh,DHARMAVARAM,,,,SAI TEJA INDO PLAST,,normal
4,AYYAPPA ELECTRONICS & HOME NEEDS,AYYAPA,ayyappaelectron@gmail.com,,,,,Telangana,MACHERLA,,,,SAI TEJA INDO PLAST,,normal
4,BALAJI  HOME NEEDS,,balajihomeneeds@gmail.com,,,,,Andhra Pradesh,DAMMAPETA,,,,SAI TEJA INDO PLAST,,normal
4,BALAJI ELECTRONICS  KANDUKURU,,balajielectroni@gmail.com,,,,,Andhra Pradesh,KANDUKURU,,,,SAI TEJA INDO PLAST,,normal
4,BALAJI ENTERPRISESS,,balajienterpris@gmail.com,8885511999,,15/1/37/2 NEAR PANCHAYATI OFFICE,,Andhra Pradesh,JANGAREDDYGUDEM,,,,SAI TEJA INDO PLAST,,normal
4,BALAJI FURNITURE,,balajifurniture@gmail.com,9866745166,,,,Andhra Pradesh,RAVULAPALEM,,,,SAI TEJA INDO PLAST,,normal
4,BALAJI FURNITURE WORLD,,balajifurniture@gmail.com,,,"NEHRU MARKET,","FURNITURE WORLD ROAD,",Andhra Pradesh,BADRACHALEM,,,,SAI TEJA INDO PLAST,,normal
4,BALAJI LODGE,,balajilodge@gmail.com,,,BALAJI GOLD COMPLEX  R R ROAD,,Andhra Pradesh,BAPATLA,,,,SAI TEJA INDO PLAST,,normal
4,BASHA ELECTRICALS,,bashaelectrical@gmail.com,9492666039,,,,Andhra Pradesh,NARASARAOPETA,,,,SAI TEJA INDO PLAST,,normal
4,BHAGYA LAKSHMI HOME NEEDS,RAJA,bhagyalakshmiho@gmail.com,7386399953,,KANDAKAM ROAD,,Andhra Pradesh,RAJAMUNDRY,,,,THE RAJAMUNDRY INNOVATIONS,,normal
4,BHAGYASRI HOME NEEDS,,bhagyasrihomene@gmail.com,9848063316,,19-1-57 SASTRY ROAD,,Andhra Pradesh,PALVENCHA,,,,SAI TEJA INDO PLAST,,normal
4,BHARATI ENTERPRISES,SANKAR,bharatienterpri@gmail.com,9441147142,,,,Andhra Pradesh,SAMARLAKOTA,,,,SAI TEJA INDO PLAST,,normal
4,BHASHA,BASHA,bhasha@gmail.com,0884-2366416,,,,Andhra Pradesh,ANANTHAPUR,,,,SRI HANUMAN ENTERPRISES,,normal
4,BROTHER SHOP,,brothershop@gmail.com,8662433857,,SUPER BAZAR COMPLEX MAIN ROAD,,Andhra Pradesh,KAKINADA,533001,,,GVS TECHNOLOGIES,,normal
4,BUJJI ELECTRONICS,,bujjielectronic@gmail.com,9908094650,,DR NO:30-25-13,17th CROSS ROAD,Haryana,VIJAYAWADA,,,,SAI TEJA INDO PLAST,,normal
4,CHARAN ELECTRONICS,,charanelectroni@gmail.com,9581114200,,OPP ANDHRA PRAGHATHI BRAMINA BANK,,Andhra Pradesh,MUDHIGUBBA,,,,SAI TEJA INDO PLAST,,normal
4,CITY ENTERPRISES,,cityenterprises@gmail.com,9849497092,,,,Maharashtra,GUNTUR,,,,SAI TEJA INDO PLAST,,normal
4,CITY LIGHT HOUSE,,citylighthouse@gmail.com,990818889,,,,Andhra Pradesh,KOTHAGUDEM,,,,SAI TEJA INDO PLAST,,normal
4,D G ELECTRONICS,,dgelectronics@gmail.com,,,BESIDE:SAI KRISHANA THEATOR,,Andhra Pradesh,RAJAMUNDRY,,,,SAI TEJA INDO PLAST,,normal
4,D L N ELECTRONICS,,dlnelectronics@gmail.com,9440285799,,20/93,MAIN ROAD,Bihar,NUZIVEEDU,,,,SAI TEJA INDO PLAST,,normal
4,D R ELECTRONICS,ABID,drelectronics@gmail.com,9553313655,,RAILWAY STREET ROAD,,Karnataka,HINDUPUR,,,,SAI TEJA INDO PLAST,,normal
4,DATTATREYA ENTER PRISES,,dattatreyaenter@gmail.com,9848537285,,WEST GODAVARI,,Jharkhand,MOGALTURU,,,,DWARAKA ENTERPRISES,,normal
4,DEVI ELECTRONICS,SUDHAKAR,devielectronics@gmail.com,,,,,Telangana,ELURU,,,,DWARAKA ENTERPRISES,,normal
4,DIGITAL SHOPPYY,,digitalshoppyy@gmail.com,9293240404,,MAIN ROAD,,Andhra Pradesh,MACHILIPATNAM,,,,SAI TEJA INDO PLAST,,normal
4,DIVYA DIGITAL SHOPPE,RAMBABU,divyadigitalsho@gmail.com,,,SIDDANTAM ROAD,,Andhra Pradesh,ACHANTA,,,,DWARAKA ENTERPRISES,,normal
4,DIVYA DIGITAL SHOPPY T.V HOME APPLIANCE,,divyadigitalsho@gmail.com,9866461960,,,,Andhra Pradesh,NARASAPURAM,,,,DWARAKA ENTERPRISES,,normal
4,DIVYA SAI SRINIVASA HOME NEEDS,VIJAY KUMAR,divyasaisriniva@gmail.com,9492388984,,NARSIPATNAM ROAD,BESIDE: SBI ATM,Tamil Nadu,YELESWARAM,,,,SAI TEJA INDO PLAST,,normal
4,DIVYA SAI SRINIVASA HOME NEEDS & FURNITURES HOME APPLIANCES,,divyasaisriniva@gmail.com,991222567,,D NO : 4 -50,"NARSIPATNAM ROAD , EAST GODAVARI",Andhra Pradesh,YELESWARAM,,,,SAI TEJA INDO PLAST,,normal
4,DIWAKAR ELECTRONICS,,diwakarelectron@gmail.com,9440241277,,"20-1-21,","RASHTRAPATHI ROAA,",Andhra Pradesh,TANUKU,,,,DWARAKA ENTERPRISES,,normal
4,DREAM ENTERPRISES,,dreamenterprise@gmail.com,,,DR NO 10-14-130,VEDHAMATAM VARI STREET,Andhra Pradesh,REPALLE,,,,SAI TEJA INDO PLAST,,normal
4,DURGA ENTERPRISES,,durgaenterprise@gmail.com,,,"27-1-58,SATYA ESTATE,",MUDDHA SUBBAIAH STREET,Andhra Pradesh,VIJAYAWADA,,,,SAI TEJA INDO PLAST,,normal
4,E BAZAR PNR,,ebazarpnr@gmail.com,,,,,Andhra Pradesh,PONNUR,,,,SAI TEJA INDO PLAST,,normal
4,ELUCHURI LAKSHMI RANGAIAH METAL,,eluchurilakshmi@gmail.com,9640535656,,,,Andhra Pradesh,BESTHAVARIPETA,,,,SAI TEJA INDO PLAST,,normal
4,ESWARA ELECTRONICS,,eswaraelectroni@gmail.com,9666213218,,17 SOWJANYA COMPLEX SRINIVASA NAGAR,,Andhra Pradesh,NANDYALA1,518501,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,ESWARI ENTERPRISES,,eswarienterpris@gmail.com,9848971796,,OPP OLD BUS STAND MAIN ROAD,,Andhra Pradesh,RAMACHENDRAPURAM,533255,,,SAI TEJA INDO PLAST,,cooler
4,G N AGENCIES,,gnagencies@gmail.com,7337200547,,"15/612,RAJU ROAD KAMALANAGAR",,Andhra Pradesh,ANANTHAPUR,515001,,,SRI HANUMAN ENTERPRISES,,normal
4,G N HOME APPLIANCES,,gnhomeappliance@gmail.com,9885837884,,ROMM NO 4 KABA COMPLEX ANANTHAPUR ROAD,,Tamil Nadu,KALYANADURGAM,515761,,,SAI TEJA INDO PLAST,,normal
4,G N R HOME NEEDS,,gnrhomeneeds@gmail.com,,,MAIN ROAD,,Andhra Pradesh,VUYYURU,,,,SAI TEJA INDO PLAST,,normal
4,GANESH ELECTRONICS (Markapuram),,ganeshelectroni@gmail.com,9502912300,,,,Andhra Pradesh,MARKAPURAM,,,,SAI TEJA INDO PLAST,,normal
4,GANESH ENTERPRISES,,ganeshenterpris@gmail.com,9492367011,,OPP:REPALLE BUS STAND,,Andhra Pradesh,PONNUR,,,,SAI TEJA INDO PLAST,,normal
4,GAYATHRI FURNITURES & HOME NEEDS,,gayathrifurnitu@gmail.com,9912614886,,MAIN ROAD,,Andhra Pradesh,MACHERLA,,,,SAI TEJA INDO PLAST,,normal
4,GAYATHRI HOME APPLIENCESS,,gayathrihomeapp@gmail.com,,,"SHO NO 55,56,SVG MARKET,",,Andhra Pradesh,RAJAMUNDRY,,,,SAI TEJA INDO PLAST,,normal
4,GAYATRI MEGA FURNITURE,,gayatrimegafurn@gmail.com,9885336669,,,,Chhattisgarh,TADEPALLIGUDEM,,,,DWARAKA ENTERPRISES,,normal
4,GEMINI ELECTRONICS COMPANY,,geminielectroni@gmail.com,9885336669,,,,Tamil Nadu,ANANTHAPUR 1,,,,SRI HANUMAN ENTERPRISES,,normal
4,GEMINI ELECTRONICS COOLERS,,geminielectroni@gmail.com,9849184126,,,,Andhra Pradesh,ANANTHAPUR 1,,,,SRI HANUMAN ENTERPRISES,,normal
4,GOPI KRISHNA ELE,,gopikrishnaele@gmail.com,"0866 6511958,6630363",,,,Andhra Pradesh,GUDIWADA,,,,SAI TEJA INDO PLAST,,normal
4,GUPTA ENTERPRISES,,guptaenterprise@gmail.com,9000830580,,"D NO 28-1-47,ELURU ROAD,",,Andhra Pradesh,VIJAYAWADA,,,,SAI TEJA INDO PLAST,,normal
4,H.R.NOOR SHA ENTERPRISES,,h.r.noorshaente@gmail.com,7799323232,,BESIDE APG BANK  RLY STATION ROAD KOTHAPETA,,Odisha,DHARMAVARAM,515671,,,SAI TEJA INDO PLAST,,normal
4,HARI PRIYA ELECTRONICS,,haripriyaelectr@gmail.com,9490376389,,9/11/2010,BANK STREET ARUNDELPETA,Rajasthan,NARASARAOPETA,,,,SAI TEJA INDO PLAST,,normal
4,HARSHITHA HOME NEEDS,NAIDU,harshithahomene@gmail.com,9949846483,,,,Tamil Nadu,YELESWARAM,,,,SAI TEJA INDO PLAST,,normal
4,HASEENA ENTERPRISES,,haseenaenterpri@gmail.com,7386663601,,,,Andhra Pradesh,GOKAVARAM,,,,SAI TEJA INDO PLAST,,normal
4,INNOVATION,,innovation@gmail.com,,,OPP:BANK OF BARODA,,Andhra Pradesh,TADEPALLIGUDEM,,,,DWARAKA ENTERPRISES,,normal
4,INNOVATIONS SHOPPING MALL,,innovationsshop@gmail.com,08523-229444,,OPP HOTEL SRIDEVI,UNDI ROAD,Andhra Pradesh,BHIMAVARAM,,,,DWARAKA ENTERPRISES,,normal
4,J.B HOME NEEDS,,j.bhomeneeds@gmail.com,,,SHOP NO 2/207 NEAR SBI MAIN BRANCH BELLARY ROAD,,Andhra Pradesh,ALUR,518395,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,JAYA SRI ELECTRICALS,,jayasrielectric@gmail.com,9292058895,,"kodhada road, near andhra bank",,Andhra Pradesh,JAGGAYYAPETA,,,,SAI TEJA INDO PLAST,,normal
4,JAYAM ELECTRONICS,,jayamelectronic@gmail.com,9959000696,,"DURGA MAHAL CENTRE,NEAR AXIX BANK",,Andhra Pradesh,MACHILIPATNAM,,,,SAI TEJA INDO PLAST,,cooler
4,JAYENE DIGITAL SHOPPY,,jayenedigitalsh@gmail.com,9246963939,,15/613 OPP RAJU FLEX RAJU ROAD KANAMALANAGAR,,Andhra Pradesh,ANANTHAPUR 1,,,,SRI HANUMAN ENTERPRISES,,normal
4,JEMINI PLAZA,,jeminiplaza@gmail.com,9533562699,,"DR NO 3-1-55,","MAIN ROAD,",Andhra Pradesh,KAKINADA,,,,SAI TEJA INDO PLAST,,normal
4,JYOTHI DIGITAL WORLD MGL,KRISHNA KANTH,jyothidigitalwo@gmail.com,,,MAIN ROAD,,Andhra Pradesh,MANGALAGIRI,,,,SAI TEJA INDO PLAST,,normal
4,JYOTHI ELECTRONICS COOLERS,,jyothielectroni@gmail.com,94404211711,,,,Andhra Pradesh,KOLLURU,,,,SAI TEJA INDO PLAST,,normal
4,JYOTHI ENTERPRISES,SRINIVASA RAO,jyothienterpris@gmail.com,9059339099,,,,Andhra Pradesh,TALLAPUDI,,,,DWARAKA ENTERPRISES,,normal
4,JYOTHI FURNITURE & ELECTRONICS,RAVIKANTH,jyothifurniture@gmail.com,9246537777,,,,Madhya Pradesh,TENALI,,,,SAI TEJA INDO PLAST,,normal
4,JYOTI ELECTRONICS,,jyotielectronic@gmail.com,"99,667,515,009,494,800,000",,"1/581/A,SATYA, ARCADE",G T ROAD,Andhra Pradesh,MANGALAGIRI,522503,,,SAI TEJA INDO PLAST,,normal
4,KALYAN ENTERPRISES,,kalyanenterpris@gmail.com,9866330106,,9E/52 REVENU COLONY ANANTHAPUR MAIN ROAD,,Andhra Pradesh,KALYANADURGAM,515761,,,SAI TEJA INDO PLAST,,normal
4,KALYANA CHAKRAVARTHI,,kalyanachakrava@gmail.com,9912641909,,NEAR GOLD MARKET,MAIN ROAD,Andhra Pradesh,PALAKOLLU,,,,DWARAKA ENTERPRISES,,normal
4,KAMADHENU ELECTRONICS,,kamadhenuelectr@gmail.com,9885800415,,BADRACHALEM ROAD,,Andhra Pradesh,MYLAVARAM,,,,SAI TEJA INDO PLAST,,normal
4,KARIMA ELECTRICAL WORKS,ADHAR NO: 4408 5834 0569,karimaelectrica@gmail.com,NARENDRA,,NEAR VIJAYA BANK,MAIN ROAD,Andhra Pradesh,BAPATLA,,,,SAI TEJA INDO PLAST,,cooler
4,KATYANI ENTERPRISES,9885409490,katyanienterpri@gmail.com,"98,855,267,729,666,800,000",,,,Telangana,ELURU,,,,DWARAKA ENTERPRISES,,normal
4,KATYANI ENTERPRISES ELURU,,katyanienterpri@gmail.com,9866942416,,POWER STATION ROAD,,Andhra Pradesh,ELURU,,,,DWARAKA ENTERPRISES,,normal
4,KAVITHA ELECTRONICS,,kavithaelectron@gmail.com,9966799421,,,,Karnataka,KANEKAL,,,,SAI TEJA INDO PLAST,,normal
4,KAVITHA ELECTRONICS COOLERS,,kavithaelectron@gmail.com,9849334089,,,,Telangana,KANEKAL,,,,SAI TEJA INDO PLAST,,normal
4,KGN ELECTRONICS,,kgnelectronics@gmail.com,,,1-153A/13 NURANIMASZID SHOP COMPLEX KG ROAF,,Andhra Pradesh,NANDIKOTKUR,518401,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,KIRANMAIEE AVENUES PVT LTD,,kiranmaieeavenu@gmail.com,9948256999,,4-7-9 POWER PET STATION ROAD,,Andhra Pradesh,ELURU,534002,,,DWARAKA ENTERPRISES,,normal
4,KRISHNA GEETHA ENTERPRISES,,krishnageethaen@gmail.com,,,NEAR ANDRA BANK MAIN ROAD,,Andhra Pradesh,GANAPAVARAM,,,,DWARAKA ENTERPRISES,,normal
4,KRISHNAENTERPRISES,,krishnaenterpri@gmail.com,9849606800,,"10-13,OPP RING CENTER",KONDAPALLI BUSSTOP,Andhra Pradesh,IBRAHIMPATNAM,,,,SAI TEJA INDO PLAST,,normal
4,KUMAR ENTERPRISES,,kumarenterprise@gmail.com,7382250843,,"3-47,BIRUMAL STREET,",,Andhra Pradesh,NANDYALA1,,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,MESHAK KUMAR,kumarenterprise@gmail.com,"08494 224122,9885694312",,"22-2-127/1,OPP RELIANCE,","P P ROAD,",Andhra Pradesh,BHIMAVARAM,,,,DWARAKA ENTERPRISES,,normal
4,KUNJETI ELECTRICALS AND GENERAL TRADERS,GANESH KUMAR.K,kunjetielectric@gmail.com,9494470185,,1-641-42 NEAR TOWER CLOCK,,Andhra Pradesh,KADHIRI,515591,,,SAI TEJA INDO PLAST,,normal
4,LAASYA SRI ENTERPRISES,,laasyasrienterp@gmail.com,9848596900,,"82-11-2, 7TH STREET,","NEAR MAHALAKSHMI TEMPLE,",Andhra Pradesh,RAJAMUNDRY,,,,THE RAJAMUNDRY INNOVATIONS,,cooler
4,LAKSHMI AGENCIES COOLERS,,lakshmiagencies@gmail.com,8143155221,,10/148 MANDY BAZAR,,Andhra Pradesh,GUNTAKAL,515801,,,SAI TEJA INDO PLAST,,normal
4,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,MANOJ,lakshmichaitany@gmail.com,9949025253,,,,Andhra Pradesh,RAJAMUNDRY,,,,THE RAJAMUNDRY INNOVATIONS,,normal
4,LAKSHMI ELECTRONICS / GRL,NANDA REDDY,lakshmielectron@gmail.com,9849444999,,,,Andhra Pradesh,GURAJALA,,,,SAI TEJA INDO PLAST,,normal
4,LAKSHMI SAINADH ENTER PRISES,RAMBABU,lakshmisainadhe@gmail.com,,,29-18-3 / LAKSHMI COMPLEX,KANDHAKUM ROAD,Andhra Pradesh,RAJAMUNDRY,,,,THE RAJAMUNDRY INNOVATIONS,,normal
4,LAKSHMI SRINIVASA AGENCY,PRASANNANJAYELU SRIRAM,lakshmisrinivas@gmail.com,"85,000,140,549,440,500,000",,D NO 28-363,NEAR CLOCK TOWER,Andhra Pradesh,CHILAKALURIPETA,,,,SAI TEJA INDO PLAST,,normal
4,LAKSHMINARAYANA ELECTRONICS,,lakshminarayana@gmail.com,"85,000,140,549,440,500,000",,"NEAR BSNL OFFICE,SBI ROAD",,Andhra Pradesh,PUTTAPARTHI,515134,,,SAI TEJA INDO PLAST,,cooler
4,LAKSHMINARAYANA ELECTRONICS COOLERS,,lakshminarayana@gmail.com,,,"NEAR BSNL OFFICE,SBI ROAD",,Telangana,PUTTAPARTHI,515134,,,SAI TEJA INDO PLAST,,normal
4,LEELA LAKSHMI PRASANNA &CO,,leelalakshmipra@gmail.com,9848887745,,,,Andhra Pradesh,KARAMPUDI,,,,SAI TEJA INDO PLAST,,normal
4,MA ENTERPRISES,,maenterprises@gmail.com,"91,549,812,799,866,000,000",,SHOP NO 40-301-4 NEAR HOTEL BALAJI BELLARY ROAD,,Telangana,KURNOOL1,518002,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,MAKAM TRADERS,,makamtraders@gmail.com,9985028591,,,,Telangana,GOOTY,,,,SRI HANUMAN ENTERPRISES,,normal
4,MALLIKARJUNA ELE AND FURNITURE,,mallikarjunaele@gmail.com,08494-224568,,OPP GUNDURI BROTHERS,KUKUDA ROAD,Andhra Pradesh,SURYAPETA,,,,SAI TEJA INDO PLAST,,normal
4,MANJUNATHA MARKETING,,manjunathamarke@gmail.com,9246844555,,D.NO1-617-E4 BEHIND LIC OFFICE WATER TANK ROAD,,Bihar,KADHIRI,515591,,,SAI TEJA INDO PLAST,,normal
4,MARUTHI ELE & HOME NEEDS,,maruthiele&home@gmail.com,9951444755,,MAIN ROAD,,Karnataka,PIDUGURALLA,,,,SAI TEJA INDO PLAST,,normal
4,MARUTHI ELECTRONICS & HOME NEEDS,,maruthielectron@gmail.com,9848769219,,VJA ROAD,,Andhra Pradesh,HANUMANJUNCTION,,,,SAI TEJA INDO PLAST,,normal
4,MARUTHI ENTERPRISES,MALLIKARJUNA RAO,maruthienterpri@gmail.com,9177742408,,OPP:R D O.OFFICE,STATION ROAD,Andhra Pradesh,NARASARAOPETA,,,,SAI TEJA INDO PLAST,,cooler
4,MASTAN ELECTRONICS,,mastanelectroni@gmail.com,"PH NO 0863 2255060,61",,RTC BUS STAND ROAD,,Karnataka,KOILKUNTLA,518134,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,MATTUPALLI ELECTRONICS,,mattupallielect@gmail.com,9393550319,,GT ROAD BEHIND HINDU COLLEAGE,,Maharashtra,GUNTUR,,,,SAI TEJA INDO PLAST,,normal
4,MODERN AIR CONDITION AND HOME APPLIANCES,,modernaircondit@gmail.com,9848167892,,D.R 6/367 OPP NTR STACHU NRT CENTER,,Rajasthan,CHILAKALURIPETA,522616,,,SAI TEJA INDO PLAST,,normal
4,MS AGENCIES,BABJAN,msagencies@gmail.com,9959496220,,ROOM NO12 MADEENA COMPLEX,MAIN ROAD,Andhra Pradesh,DHARMAVARAM,,,,SAI TEJA INDO PLAST,,normal
4,MS ELECTRONICS,,mselectronics@gmail.com,7799299381,,114/115 NEW MUNICIPAL BUILDINGS  OLD BUS STAND,,Telangana,GUNTAKAL,515501,,,SAI TEJA INDO PLAST,,normal
4,MUBARAK ELECTRONICS,,mubarakelectron@gmail.com,9885216980,,10/95 OLD BUSSTAND,,Telangana,BANAGANAPALLI,,,,SAI TEJA INDO PLAST/ MADHU AGENCIES,,normal
4,MVV ENTERPRISES,,mvventerprises@gmail.com,9666048999,,"D/NO 12/103,OPP BANK OF BAROADA,JAGGAGEEVANRAM NAGAR",,Karnataka,DHARMAVARAM,,,,SAI TEJA INDO PLAST,,normal
4,MY HOME SHOPPY,CHENNNAKESAVA,myhomeshoppy@gmail.com,7093444999,,"DR NO 18-118,","OPP A TO Z COMPUTERS,",Andhra Pradesh,IBRAHIMPATNAM,,,,SAI TEJA INDO PLAST,,normal
4,MYVA DIGITAL/PONNUR,,myvadigital/pon@gmail.com,9440579336,,,,Andhra Pradesh,PONNUR,,,,SAI TEJA INDO PLAST,,normal
4,NAGA SHANMUKHA ELECTRONICS,,nagashanmukhael@gmail.com,9959841348,,"SHOP NO 6VASAVI SHOPING COMPLEX,GOPURAM ROAD",NEAR STATE BANK,Andhra Pradesh,PUTTAPARTHI,515134,,,SAI TEJA INDO PLAST,,normal
4,NAGA SIVA ELECTRONICS,,nagasivaelectro@gmail.com,"08554-236678,9494743707",,,,Andhra Pradesh,VUYYURU,,,,SAI TEJA INDO PLAST,,normal
4,NAGAS DIGITAL SHOPPY,,nagasdigitalsho@gmail.com,7989895053,,15/47 OPP VASAN EYE CARE KAMALANAGAR,RAJU ROAD,Telangana,ANANTHAPUR 1,515001,,,SRI HANUMAN ENTERPRISES,,normal
4,NARAYANA EMPORIUM,,narayanaemporiu@gmail.com,9346611144,,RAILWAY STATION  ROAD,,Andhra Pradesh,NIDADAVOLU,,,,DWARAKA ENTERPRISES,,normal
4,NAVODAYA ELECTRICALS,,navodayaelectri@gmail.com,,,,,Andhra Pradesh,PALAKOLLU,,,,DWARAKA ENTERPRISES,,normal
4,NAVODAYA ELECTRICALS NEW,,navodayaelectri@gmail.com,,,,,Haryana,PALAKOLLU,,,,SAI TEJA INDO PLAST,,normal
4,NEELIMA ELECTRONICS & HOME NEEDS,,neelimaelectron@gmail.com,2365201,,,,Andhra Pradesh,ASWARAOPETA,,,,SAI TEJA INDO PLAST,,normal
4,NEW GLASS HOUSE,,newglasshouse@gmail.com,9948442578,,33-1-1 AND 2 MAIN ROAD,,Andhra Pradesh,KAKINADA,533001,,,GVS TECHNOLOGIES,,normal
4,NEW KAVERI HOME NEEDS (HA),,newkaverihomene@gmail.com,,,NUMAN COMPLEX,,Andhra Pradesh,PALVENCHA,,,,SAI TEJA INDO PLAST,,normal
4,NEW MAKAM TRADERS,,newmakamtraders@gmail.com,,,7/1922 NEAR AMRUTHA TALKIES,,Andhra Pradesh,GOOTY,515401,,,SRI HANUMAN ENTERPRISES,,normal
4,NEW MAKAM TRADERS COOLERS,,newmakamtraders@gmail.com,9849237949,,,,Andhra Pradesh,GOOTY,,,,SRI HANUMAN ENTERPRISES,,normal
4,NEW SHILPA E/P (HA),,newshilpae/p(ha@gmail.com,,,JAGADAMBA CENTER,,Andhra Pradesh,ILLENDU,,,,SAI TEJA INDO PLAST,,normal
4,NEW SONOVISION,,newsonovision@gmail.com,9010184298,,,,Andhra Pradesh,BHIMAVARAM,,,,DWARAKA ENTERPRISES,,normal
4,NEW SRI SAI GANESH ENTERPRISES,PAVAN,newsrisaiganesh@gmail.com,9704884293,,ROOM NO 25 MUNICIPAL COMPLEX,NEAR RTC BUS STAND,Telangana,TADIPATHRI,,,,SAI TEJA INDO PLAST,,normal
4,NIHARIKA DIGITAL&HOME NEEDS,ANJANEYULU PRASAD,niharikadigital@gmail.com,8143796716,,"GROUND FLOOR 10-9-1,",ARUNDELPET,Andhra Pradesh,NARASARAOPETA,,,,SAI TEJA INDO PLAST,,normal
4,NYNI ENTERPRISES,,nynienterprises@gmail.com,,,D.NO 18-118,,Andhra Pradesh,IBRAHIMPATNAM,521456,,,SAI TEJA INDO PLAST,,normal
4,OM SAI BHASKHAR WATCH & ELECTRONICS,,omsaibhaskharwa@gmail.com,,,,,Andhra Pradesh,NANDIGAMA,,,,SAI TEJA INDO PLAST,,normal
